cycle_id,time_min,total_rul,current_rul,vibration,temp_motor,pressure,vib_motor
1,0,526,525,0.14769056287359802,41.30824229876815,8.202092800734398,0.021704922066149074
1,1,526,524,0.2250826131513956,41.71418139435769,8.225526702368823,0.06578612226008894
1,2,526,523,0.17710924771780784,41.517582754228755,8.182610840321296,0.09552971822823833
1,3,526,522,0.08017668246375238,41.74391947780747,8.245340254429788,0.012666526572259168
1,4,526,521,0.17022746762228874,42.02159468144745,8.285810257756468,0.11743815204145812
1,5,526,520,0.07292957763831959,41.93865317778237,8.221522384598483,0.06402935736124021
1,6,526,519,0.20822237180180964,41.94047015912287,8.215707032630293,0.13704920151306985
1,7,526,518,0.1401419918392327,41.98273757971494,8.176514748120912,0.09333099656195035
1,8,526,517,0.13045423774329667,42.08949276819385,8.212694922528224,0.15117727944035653
1,9,526,516,0.09404079597696971,41.81791996752402,8.154759024676075,0.0043368954687109315
1,10,526,515,0.23544559365509016,42.24973562379993,8.182379152314406,0.13521513903046936
1,11,526,514,0.13372093256765005,42.25875328909692,8.229344541557625,0.13228803579898557
1,12,526,513,0.11376251134969266,42.211677793211045,8.274407523205241,0.12700343320293836
1,13,526,512,0.11986254691726288,42.27251991315056,8.336287487592472,0.0021236333324306383
1,14,526,511,0.1863978988397899,42.22965242883716,8.192684168163478,0.09414048079124399
1,15,526,510,0.17453829642696944,42.667059423800126,8.27700077816743,0.16741365832400634
1,16,526,509,0.17872726040312642,42.17676890574318,8.226003163513129,0.12907811505593877
1,17,526,508,0.18077419471174125,42.14354318918128,8.208524254597068,0.11523942397088757
1,18,526,507,0.31024820761856714,42.055903674188365,8.23235806224153,0.17110424130220792
1,19,526,506,0.1191499721695542,42.00856216907573,8.215883691601803,0.05117758638274211
1,20,526,505,0.11184649348126417,41.97720585247644,8.217117323602352,0.0794477613690062
1,21,526,504,0.08974356347162657,42.08230340232642,8.194330128456436,0.04027822195274418
1,22,526,503,0.19883780974235177,42.29851890355371,8.151531704372683,0.11432767360079381
1,23,526,502,0.23874278824096423,42.415462749112955,8.144481289579366,0.1435912146810871
1,24,526,501,0.14523264658744028,42.36705967007123,8.236910810757733,0.051905136662910856
1,25,526,500,0.09080132107505687,42.1904587525138,8.196580749305824,0.07918901636970567
1,26,526,499,0.09285744848340202,42.61034045579094,8.18215847927104,0.19719455551370574
1,27,526,498,0.20659741140322657,42.59134372904168,8.20706605267024,0.03368867815174008
1,28,526,497,0.21484053914740403,42.39494726378572,8.23977327818373,0.1417058071242198
1,29,526,496,0.2006708710288991,42.29605677353804,8.21275965486812,0.0800108309308229
1,30,526,495,0.10891229258814485,42.604355978086915,8.176221997892577,0.09226245994899905
1,31,526,494,0.1791537214067368,42.5373785707287,8.255847545070797,0.10717900293304673
1,32,526,493,0.17147720043900888,42.16388253589906,8.270176008962355,0.13812925623793842
1,33,526,492,0.1806241677870745,42.51514539106867,8.222963767466807,0.16408294932161296
1,34,526,491,0.23250127292446762,42.614077612669725,8.242701906266744,0.14567383646928062
1,35,526,490,0.1836665123234276,42.35456559762051,8.253432288293547,0.1639081344256151
1,36,526,489,0.22045317541456447,42.635999533140996,8.24785682695524,0.012070437649839547
1,37,526,488,0.17433162552165643,42.26044545042901,8.224899562464039,0.18155982118372477
1,38,526,487,0.19305989629324546,42.95071707567828,8.223425752003969,0.13179962569238776
1,39,526,486,0.2213158053187533,42.949149602645214,8.219240335059384,0.18363054486498392
1,40,526,485,0.05939629655889381,42.60824425987521,8.148738254532313,-0.026535654040107222
1,41,526,484,0.14996221803087326,42.77588730249904,8.225452822597509,0.0459627214335277
1,42,526,483,0.13966431511257518,42.129121119276924,8.13584877005944,0.08911955660977772
1,43,526,482,0.12796160955808547,42.44997046316253,8.15923313394506,0.07404780362563325
1,44,526,481,0.15821759975990873,42.676867063891734,8.249156236456892,0.10694688407607979
1,45,526,480,0.2996972339254906,42.509474641930744,8.228323017888867,0.23042743774127256
1,46,526,479,0.11484492199792007,42.958385085987004,8.255586436196964,-0.02242339153970896
1,47,526,478,0.2618840661443605,43.286280963744275,8.17851223002875,0.20285228346652512
1,48,526,477,0.05332552368436125,42.543272270734015,8.13944510750749,0.03163880822989918
1,49,526,476,0.1621685219302566,42.64439955454844,8.17820782097727,0.08452916541547172
1,50,526,475,0.2036672875192173,42.92183841511844,8.19227567636895,0.04398789875054587
1,51,526,474,0.23942196798163592,43.272024980465304,8.19045614115315,0.1659299754821497
1,52,526,473,0.25146785966112406,42.610814271410845,8.235602106529896,0.023313178597093934
1,53,526,472,0.26015183487075655,42.98400635339895,8.169618076802378,0.18562681198868125
1,54,526,471,0.17067598300967454,43.38143172125523,8.19992544674673,0.02307133185540572
1,55,526,470,0.16358005581718282,42.566542573993104,8.140534686871325,0.09851738810843635
1,56,526,469,0.2719382765069484,42.675248114203654,8.202611323271165,0.1530341391767556
1,57,526,468,0.18959566460079336,42.90091778652869,8.18223133473331,0.17153090060513915
1,58,526,467,0.10416525465328427,42.8972488556791,8.148420750409992,0.05171419093168562
1,59,526,466,0.11775005742718372,43.23722857883865,8.170112150358577,0.032875035199680644
1,60,526,465,0.13720331654279472,43.119674261998995,8.17154991714483,0.05395917228331604
1,61,526,464,0.2544212907197884,42.65474478323846,8.166944862876566,0.21528153490616592
1,62,526,463,0.2279884117615999,43.22472109503688,8.255887544331959,0.16146399232673267
1,63,526,462,0.27505362874088746,42.981736191529514,8.172840554606683,0.14084832991301854
1,64,526,461,0.18635227043407757,43.44637486989761,8.165608816429959,0.09670369463414642
1,65,526,460,0.23665164217925833,43.00897892616287,8.083050391876736,0.056296634648958385
1,66,526,459,0.27742721313063007,43.02644403000253,8.135249247395416,0.18282563680129
1,67,526,458,0.20336320220660511,43.32907318993449,8.162271984829385,0.026388219095524676
1,68,526,457,0.2688543662024592,43.402001489390955,8.142749707847985,0.19703852417713924
1,69,526,456,0.17945955363820804,43.34598761397596,8.23339343402364,0.11185065926621583
1,70,526,455,0.2066673378670904,42.85292680114484,8.164126428125556,0.24729996801343523
1,71,526,454,0.20777076232616037,43.406866327559435,8.227727614330087,0.06331211621714947
1,72,526,453,0.14310785477647064,43.04869046438255,8.172528773664828,0.07832410407431822
1,73,526,452,0.28515580990586326,43.37338673573959,8.170623943961717,0.2625740497605351
1,74,526,451,0.20865570999782318,42.99438584533157,8.16420358723382,0.18561814023470705
1,75,526,450,0.2515043951910627,43.463366587314646,8.167499024187647,0.11007790338158872
1,76,526,449,0.29338843845981394,43.18194288099096,8.243042752920843,0.1837209416772362
1,77,526,448,0.29352703301641137,43.08719300251497,8.062312544388252,0.17193748346676202
1,78,526,447,0.31483914389740253,43.586545327481346,8.07558830652613,0.19942786650965774
1,79,526,446,0.25400443943737616,43.49272298033054,8.139798874263018,0.11116155639727807
1,80,526,445,0.2298027545476034,43.306764409737156,8.16387789556218,0.1297201747894444
1,81,526,444,0.26167313329530023,43.82262451661235,8.193272966136425,0.06705368285640383
1,82,526,443,0.12956867589551743,43.38768031597898,8.182765383370576,0.08314406068389284
1,83,526,442,0.15272837356703284,43.52091177558876,8.143552347234264,0.11374151723593429
1,84,526,441,0.16622045330167795,43.597446968556056,8.205644416057826,0.08498758839544694
1,85,526,440,0.1967773846785365,43.40356907327437,8.205364872847063,0.02757400204591494
1,86,526,439,0.3181813152755198,43.68530674052322,8.16657522406796,0.2399803523368931
1,87,526,438,0.21086230813195242,43.46355356914396,8.200769049681247,0.1432794298126834
1,88,526,437,0.258872350594663,43.51245797832783,8.16893568866344,0.11196266006757888
1,89,526,436,0.4049088261150667,43.95842528237304,8.130556834736193,0.22171051071014342
1,90,526,435,0.26744237112599534,43.40059999036083,8.186483255585227,0.07448037266036381
1,91,526,434,0.36421039991257836,43.09051672567773,8.159196366336847,0.157031860471645
1,92,526,433,0.2249475809931062,44.07698967883945,8.153445814384606,0.10217263028126249
1,93,526,432,0.2907092772079819,44.32210521544736,8.219139771891573,0.23769745088068406
1,94,526,431,0.2303969401902587,43.63179437830586,8.040873156502563,0.09966894069084523
1,95,526,430,0.28636705484339403,43.28341582454406,8.08673585849978,0.20294013802262895
1,96,526,429,0.39144723898035794,43.69383852502148,8.096310232247234,0.1994224704594297
1,97,526,428,0.17397279221544534,43.71930241920631,8.132807828357974,0.11555926987731556
1,98,526,427,0.3640644837914304,43.762075978668776,8.136905538561251,0.20528882865269857
