cycle_id,time_min,total_rul,current_rul,vibration,temp_motor,pressure,vib_motor
1,0,354,353,0.19705718765912567,44.537644685308166,7.833164079233601,0.08896268326110016
1,1,354,352,0.012323195223585187,44.73415302088998,7.880448889527303,-0.0033316008759030286
1,2,354,351,-0.006717366623707033,44.81453335509372,7.7483144874432375,-0.011685071944525954
1,3,354,350,0.08727727931114936,44.783327648534545,7.818088728648637,0.03251923431607288
1,4,354,349,0.05281984320695411,44.42975189612754,7.788279982162769,0.030446353481603943
1,5,354,348,0.1909930641316029,44.93779092413919,7.797326840802474,0.1061693672518646
1,6,354,347,0.23034920263538827,45.05678551666571,7.686914274595603,0.12620753442637103
1,7,354,346,0.06578481939728534,45.2008538004948,7.778165025932593,0.039951409154995544
1,8,354,345,0.15746802781204772,44.59294278354457,7.769109056110662,0.07237925526116525
1,9,354,344,0.24338752927100876,44.82679684726407,7.841867989817057,0.13767569269108748
1,10,354,343,0.18311646398216727,45.15945865277751,7.79744783712931,0.10433717206058483
1,11,354,342,0.1582044717910686,44.439341385751455,7.816163905016104,0.07702752627754182
1,12,354,341,0.13568367597152642,44.56741105100563,7.708749039122999,0.08430857072250904
1,13,354,340,0.09684932767864514,45.168372920299845,7.928895719872797,0.059032109527793766
1,14,354,339,0.02157820685193268,44.8166022411096,7.818623787309733,-0.001248241316611401
1,15,354,338,0.13839969731843127,44.76182501804227,7.861056760802142,0.09110509432172077
1,16,354,337,0.11867340545972593,45.19843881443612,7.757456812978252,0.04816356231127679
1,17,354,336,0.2543422856101701,44.680677318730005,7.722748850734382,0.12284791993532877
1,18,354,335,0.1984213575458113,44.849765082410755,7.7636964379498865,0.08563592390387173
1,19,354,334,0.07233202062419442,44.3787643738504,7.7755488061340285,0.023806285919569
1,20,354,333,0.07960703376842537,44.59275365472189,7.835998520569584,0.038156624626783577
1,21,354,332,0.15020023959246578,45.13024472761935,7.939494607073689,0.08790668945903338
1,22,354,331,0.15529029119398383,45.2223642584326,7.774017101655837,0.07672242705752519
1,23,354,330,0.1601566773433037,45.5641842458175,7.675552779148505,0.09681008481042122
1,24,354,329,0.13610083884709626,44.74875548710349,7.738251786828021,0.06739335684385361
1,25,354,328,0.33891982842758916,44.89531580158416,7.6560311136529675,0.1837499126858006
1,26,354,327,0.20140054939025953,45.00011366995471,7.8748070073411,0.11137209424621809
1,27,354,326,0.1542102334356108,44.99956204242797,7.770404463996304,0.07986444067715268
1,28,354,325,0.3099486660649712,44.97030596481271,7.742777925238086,0.17234104945182885
